record_id,snapshot_date,facility_id,facility_type,department,item_id,item_category,item_subcategory,criticality_level,unit_of_measure,shelf_life_days,avg_daily_usage_last_30d,avg_daily_usage_last_90d,usage_cv_last_90d,demand_trend,seasonal_demand_factor,recent_usage_spike,current_stock_on_hand,safety_stock_level,days_of_supply_on_hand,stock_as_pct_of_safety_level,reorder_point_days,days_until_next_scheduled_order,primary_vendor_id,vendor_reliability_score,contracted_lead_time_days,actual_avg_lead_time_last_6m,lead_time_variability_days,active_po_in_transit,backorder_frequency_last_12m,sole_source_item,substitution_available,facility_census_pct,pandemic_or_surge_flag,days_since_last_stockout,stockout_event
SC00070968,2024-10-23,FAC0056,Specialty Hospital,Pharmacy,ITEM00161,Medications,IV Medications,Critical,Case,364,43.1,51.9,0.024,Increasing,1.24,No,578,1355,13.4,42.7,9.4,21,VND018,3.0,4,4.7,1.7,No,2,Yes,No,88.4,Yes,48,0
SC00070969,2021-07-27,FAC0001,Acute Care Hospital,Oncology,ITEM00199,Medications,IV Medications,High,Each,378,5.6,5.8,0.259,Stable,0.98,No,123,45,22.0,273.3,4.3,7,VND057,3.1,2,2.0,0.3,No,2,No,No,82.0,No,64,0
SC00070970,2021-12-29,FAC0056,Specialty Hospital,Pharmacy,ITEM00307,Lab Consumables,Reagents & Test Kits,High,Vial,272,45.7,52.8,0.075,Stable,1.0,No,256,1589,5.6,16.1,21.3,7,VND020,2.6,18,18.8,0.5,Yes,2,No,No,81.6,No,56,0
SC00070971,2022-03-21,FAC0066,Long-Term Care,Operating Room,ITEM00008,Surgical Supplies,Sutures & Staples,High,Box,409,30.2,25.3,0.255,Increasing,0.89,No,39,691,1.3,5.6,22.8,3,VND051,3.8,18,20.7,0.1,Yes,0,No,Yes,32.6,No,38,0
SC00070972,2022-05-18,FAC0183,Ambulatory Surgery Center,Operating Room,ITEM00150,Implants & Prosthetics,Cardiovascular Implants,High,Each,2837,12.3,15.9,0.16,Increasing,1.14,No,107,278,8.7,38.5,14.6,3,VND078,4.1,11,12.6,0.0,No,1,Yes,No,53.9,No,4,1
SC00070973,2021-05-05,FAC0195,Ambulatory Surgery Center,Pre/Post-Op,ITEM00289,Medications,Oral Medications,Critical,Case,561,21.0,21.3,0.115,Increasing,1.13,No,29,498,1.4,5.8,12.1,14,VND042,4.4,6,6.0,3.1,Yes,1,No,No,66.9,No,14,1
SC00070974,2023-11-23,FAC0150,Acute Care Hospital,Med-Surg,ITEM00368,Lab Consumables,Slides & Stains,Low,Each,359,46.2,61.1,0.277,Increasing,1.03,No,3400,336,73.6,999.9,4.1,7,VND057,3.1,2,2.2,0.9,Yes,2,No,No,60.9,No,167,0
SC00070975,2023-08-29,FAC0067,Acute Care Hospital,Emergency Department,ITEM00160,Medications,Oral Medications,Medium,Each,616,33.9,28.1,0.134,Stable,1.02,Yes,37,1099,1.1,3.4,30.0,14,VND015,3.4,27,28.6,0.4,Yes,0,No,Yes,57.3,No,50,0
SC00070976,2021-02-18,FAC0111,Acute Care Hospital,Laboratory,ITEM00020,Wound Care,Foam & Hydrocolloid,Low,Kit,812,18.4,19.5,0.339,Stable,0.97,No,1380,185,75.0,745.9,7.8,7,VND042,4.4,6,6.8,0.0,No,0,No,Yes,82.0,No,307,0
SC00070977,2021-02-02,FAC0107,Acute Care Hospital,ICU,ITEM00441,Medications,IV Medications,High,Roll,276,8.1,7.0,0.426,Stable,1.03,No,284,333,35.1,85.3,34.2,14,VND015,3.4,27,31.8,0.4,Yes,3,No,Yes,50.2,No,241,0
SC00070978,2023-07-20,FAC0130,Acute Care Hospital,Operating Room,ITEM00293,IV & Fluids,Crystalloid Solutions,Critical,Box,227,28.0,33.5,0.062,Stable,0.92,No,50,1719,1.8,2.9,26.7,21,VND051,3.8,18,22.7,1.0,Yes,0,No,Yes,20.6,No,88,0
SC00070979,2024-02-01,FAC0150,Acute Care Hospital,Oncology,ITEM00106,Medications,IV Medications,Medium,Case,80,7.2,6.5,0.308,Stable,1.03,No,142,105,19.7,135.2,7.4,14,VND035,3.4,7,5.8,0.6,No,2,No,No,72.3,No,21,0
SC00070980,2022-05-13,FAC0095,Ambulatory Surgery Center,Operating Room,ITEM00149,Surgical Supplies,Sutures & Staples,Medium,Case,988,65.5,89.7,0.342,Stable,1.26,Yes,2437,1135,37.2,214.7,7.2,14,VND034,3.5,4,4.3,1.9,Yes,3,No,Yes,60.6,No,49,0
SC00070981,2024-02-02,FAC0111,Acute Care Hospital,Pharmacy,ITEM00054,Lab Consumables,PCR Consumables,Medium,Case,192,117.7,185.6,0.261,Decreasing,0.9,Yes,235,2241,2.0,10.5,7.5,7,VND030,3.1,7,6.3,0.2,Yes,0,No,Yes,60.4,No,169,0
SC00070982,2024-09-19,FAC0145,Ambulatory Surgery Center,Pre/Post-Op,ITEM00002,Surgical Supplies,Sutures & Staples,Low,Each,496,34.0,24.7,0.165,Stable,1.1,No,622,185,18.3,336.2,8.7,7,VND034,3.5,4,4.6,3.1,Yes,0,No,Yes,33.5,No,27,0
SC00070983,2022-02-22,FAC0111,Acute Care Hospital,Sterile Processing,ITEM00238,Lab Consumables,Reagents & Test Kits,Medium,Each,30,331.2,344.8,0.326,Increasing,1.04,Yes,596,2974,1.8,20.0,8.7,7,VND061,2.3,4,4.5,3.2,Yes,1,No,Yes,49.1,No,72,1
SC00070984,2021-11-11,FAC0002,Outpatient Clinic,Outpatient Pharmacy,ITEM00361,Lab Consumables,Slides & Stains,Medium,Each,307,51.8,66.9,0.088,Stable,1.12,No,622,885,12.0,70.3,8.4,7,VND038,4.8,8,6.3,1.1,Yes,1,No,Yes,54.0,No,156,0
SC00070985,2021-01-08,FAC0043,Ambulatory Surgery Center,Pre/Post-Op,ITEM00394,PPE,Gloves,Low,Box,1196,92.5,100.6,0.075,Decreasing,0.94,No,4162,553,45.0,752.6,4.0,7,VND057,3.1,2,2.3,0.7,No,0,No,Yes,35.8,No,20,0
SC00070986,2024-06-21,FAC0063,Long-Term Care,Emergency Department,ITEM00276,Surgical Supplies,Needles & Syringes,Low,Vial,945,30.7,27.6,0.307,Stable,0.98,Yes,295,690,9.6,42.8,27.5,14,VND020,2.6,18,20.5,6.0,No,1,No,No,35.9,No,43,1
SC00070987,2021-08-27,FAC0198,Specialty Hospital,Emergency Department,ITEM00140,PPE,Protective Gowns,High,Each,1819,245.7,245.7,0.466,Stable,1.06,No,491,8084,2.0,6.1,16.9,21,VND053,3.1,13,13.0,1.9,Yes,1,No,Yes,75.2,No,7,0
SC00070988,2023-08-21,FAC0032,Long-Term Care,Oncology,ITEM00293,IV & Fluids,Crystalloid Solutions,Critical,Box,227,24.3,26.3,0.189,Stable,1.09,No,700,852,28.8,82.2,18.0,14,VND078,4.1,11,11.9,3.1,Yes,6,No,Yes,20.0,No,476,0
SC00070989,2022-09-20,FAC0098,Acute Care Hospital,ICU,ITEM00239,Surgical Supplies,Sutures & Staples,High,Case,410,43.0,34.3,0.069,Stable,1.15,No,821,1176,19.1,69.8,18.8,21,VND073,4.4,14,16.7,0.1,Yes,0,No,Yes,60.2,No,75,0
SC00070990,2023-07-05,FAC0113,Acute Care Hospital,Labor & Delivery,ITEM00249,Surgical Supplies,Needles & Syringes,High,Bag,398,14.5,13.6,0.092,Stable,1.08,Yes,81,124,5.6,65.3,7.1,3,VND054,3.4,5,4.8,0.3,Yes,1,No,No,74.1,No,301,0
SC00070991,2021-08-12,FAC0126,Acute Care Hospital,Laboratory,ITEM00161,Medications,IV Medications,Critical,Case,364,25.3,21.9,0.599,Increasing,1.39,No,832,1123,32.9,74.1,29.3,7,VND013,3.8,25,26.2,0.1,No,4,Yes,No,67.7,No,148,0
SC00070992,2023-12-12,FAC0089,Specialty Hospital,ICU,ITEM00189,Surgical Supplies,Sponges & Gauze,Medium,Case,933,33.3,47.9,0.394,Decreasing,0.95,No,689,413,20.7,166.8,15.2,7,VND061,2.3,4,5.7,8.5,Yes,0,No,Yes,82.5,No,24,0
SC00070993,2021-03-15,FAC0075,Acute Care Hospital,Laboratory,ITEM00199,Medications,IV Medications,High,Each,378,20.5,16.2,0.326,Decreasing,0.97,No,197,386,9.6,51.0,5.1,28,VND081,3.2,3,3.0,0.1,No,1,No,No,80.7,No,203,1
SC00070994,2021-09-22,FAC0007,Acute Care Hospital,Operating Room,ITEM00079,Wound Care,Primary Dressings,Low,Bag,561,9.2,12.7,0.257,Increasing,1.16,No,211,273,22.9,77.3,21.3,7,VND051,3.8,18,19.9,0.4,No,1,No,No,85.5,No,218,0
SC00070995,2023-08-17,FAC0135,Specialty Hospital,Laboratory,ITEM00425,Medications,Oral Medications,High,Case,507,10.0,9.8,0.115,Stable,1.02,No,219,62,21.9,353.2,6.4,1,VND034,3.5,4,3.5,0.9,No,0,No,No,95.1,No,28,0
SC00070996,2023-06-05,FAC0093,Specialty Hospital,Pharmacy,ITEM00151,IV & Fluids,TPN Components,Critical,Box,533,41.4,36.5,0.235,Stable,0.97,No,277,1380,6.7,20.1,20.9,14,VND073,4.4,14,15.3,2.6,Yes,2,No,No,81.6,No,21,1
SC00070997,2024-12-05,FAC0187,Outpatient Clinic,Nursing Station,ITEM00296,PPE,Protective Gowns,Medium,Bag,1029,69.9,56.0,0.103,Stable,1.01,No,252,869,3.6,29.0,13.7,7,VND024,3.1,10,12.5,0.2,Yes,1,No,Yes,77.9,No,143,0
SC00070998,2023-09-01,FAC0024,Ambulatory Surgery Center,Pre/Post-Op,ITEM00399,Lab Consumables,PCR Consumables,Medium,Box,82,78.6,74.1,0.371,Stable,1.12,Yes,621,2003,7.9,31.0,19.4,21,VND079,3.3,13,16.3,2.1,Yes,0,No,Yes,58.6,No,60,1
SC00070999,2021-09-02,FAC0145,Ambulatory Surgery Center,Operating Room,ITEM00160,Medications,Oral Medications,Medium,Each,616,28.9,35.6,0.214,Stable,1.11,No,1748,1167,60.5,149.8,25.2,7,VND013,3.8,25,23.4,0.8,No,1,No,Yes,52.5,No,67,0
SC00071000,2024-05-28,FAC0024,Ambulatory Surgery Center,Operating Room,ITEM00308,IV & Fluids,Blood Products,High,Box,354,25.8,31.8,0.262,Stable,0.85,No,36,200,1.4,18.0,10.2,3,VND008,2.9,3,4.7,3.5,Yes,2,No,Yes,75.8,No,117,0
SC00071001,2021-05-10,FAC0145,Ambulatory Surgery Center,Pre/Post-Op,ITEM00129,Medications,Oral Medications,Medium,Case,239,8.3,7.5,0.311,Decreasing,0.95,No,65,56,7.8,116.1,8.2,1,VND046,4.2,6,6.8,0.4,Yes,1,No,No,41.1,No,225,0
SC00071002,2024-02-06,FAC0119,Specialty Hospital,Med-Surg,ITEM00085,Surgical Supplies,Needles & Syringes,High,Case,480,89.1,73.8,0.326,Decreasing,0.83,No,1996,2428,22.4,82.2,17.6,21,VND079,3.3,13,14.4,1.2,No,2,No,Yes,68.9,No,41,0
SC00071003,2024-12-27,FAC0056,Specialty Hospital,Emergency Department,ITEM00110,Surgical Supplies,Sponges & Gauze,High,Each,530,24.5,32.0,0.144,Increasing,1.19,No,1031,291,42.1,354.3,7.4,1,VND009,3.4,6,5.2,0.2,Yes,0,No,Yes,52.5,No,46,0
SC00071004,2023-04-27,FAC0145,Ambulatory Surgery Center,Sterile Processing,ITEM00124,Lab Consumables,PCR Consumables,Medium,Each,211,36.8,43.5,0.332,Stable,0.85,No,460,475,12.5,96.8,6.6,7,VND022,4.9,6,5.5,0.1,Yes,1,No,No,35.1,No,61,0
SC00071005,2022-12-15,FAC0111,Acute Care Hospital,Laboratory,ITEM00287,Lab Consumables,Slides & Stains,Medium,Case,30,101.6,85.5,0.103,Stable,0.83,No,1118,934,11.0,119.7,7.4,7,VND042,4.4,6,5.7,0.7,No,1,No,Yes,75.3,No,12,0
SC00071006,2021-11-30,FAC0039,Ambulatory Surgery Center,Operating Room,ITEM00045,Medications,IV Medications,Critical,Each,229,16.0,19.5,0.194,Stable,1.01,No,19,509,1.2,3.7,8.9,21,VND034,3.5,4,4.2,1.7,Yes,0,No,No,53.5,No,86,1
SC00071007,2023-05-17,FAC0018,Long-Term Care,ICU,ITEM00276,Surgical Supplies,Needles & Syringes,Low,Vial,945,25.9,23.3,0.212,Decreasing,0.95,No,370,175,14.3,211.4,8.5,7,VND034,3.5,4,3.5,4.0,No,0,No,No,47.5,No,40,0
SC00071008,2021-04-23,FAC0048,Acute Care Hospital,ICU,ITEM00374,IV & Fluids,Crystalloid Solutions,High,Vial,199,10.6,10.8,0.369,Increasing,1.1,No,532,129,50.2,412.4,7.3,7,VND054,3.4,5,4.7,0.6,Yes,2,No,No,80.6,No,86,0
SC00071009,2022-05-12,FAC0075,Acute Care Hospital,Labor & Delivery,ITEM00094,Medications,IV Medications,High,Kit,436,8.3,9.0,0.225,Decreasing,0.87,No,4,391,0.5,1.0,30.7,14,VND021,3.4,24,28.2,0.5,Yes,1,No,Yes,67.2,No,16,0
SC00071010,2023-10-17,FAC0096,Specialty Hospital,Med-Surg,ITEM00304,IV & Fluids,Crystalloid Solutions,High,Each,149,19.6,26.7,0.415,Stable,0.98,No,909,318,46.4,285.8,8.8,7,VND041,3.1,5,6.0,0.8,Yes,1,Yes,No,92.2,No,106,0
SC00071011,2022-03-10,FAC0024,Ambulatory Surgery Center,Operating Room,ITEM00228,Surgical Supplies,Drapes & Gowns,Medium,Each,657,18.5,19.7,0.181,Decreasing,0.79,No,94,272,5.1,34.6,8.6,14,VND016,4.0,5,6.1,1.5,Yes,1,No,No,39.9,No,7,0
SC00071012,2021-03-15,FAC0004,Acute Care Hospital,Oncology,ITEM00292,Lab Consumables,Reagents & Test Kits,Medium,Box,154,53.9,46.8,0.245,Stable,0.91,No,356,1023,6.6,34.8,14.7,14,VND080,4.6,12,12.9,0.8,No,0,No,Yes,73.4,No,611,0
SC00071013,2021-12-02,FAC0148,Acute Care Hospital,Laboratory,ITEM00065,Surgical Supplies,Needles & Syringes,Medium,Case,182,20.6,27.6,0.099,Stable,1.1,No,68,206,3.3,33.0,6.8,3,VND054,3.4,5,5.7,0.1,Yes,1,No,Yes,51.0,No,67,0
SC00071014,2021-04-14,FAC0079,Ambulatory Surgery Center,Sterile Processing,ITEM00394,PPE,Gloves,Low,Box,1196,33.0,47.0,0.036,Increasing,0.99,No,56,1316,1.7,4.3,31.6,14,VND019,4.4,21,28.0,2.6,Yes,0,No,Yes,62.3,No,201,1
SC00071015,2021-03-03,FAC0067,Acute Care Hospital,Operating Room,ITEM00236,Surgical Supplies,Sutures & Staples,Medium,Pair,1253,35.6,44.1,0.547,Stable,0.87,No,516,1319,14.5,39.1,20.9,28,VND023,2.5,12,13.4,6.5,No,1,No,Yes,91.9,No,29,1
SC00071016,2021-08-18,FAC0148,Acute Care Hospital,Sterile Processing,ITEM00409,Surgical Supplies,Drapes & Gowns,Medium,Case,1048,50.0,45.4,0.436,Increasing,1.06,Yes,300,1227,6.0,24.4,14.1,21,VND045,4.3,13,13.0,0.1,Yes,1,No,No,46.1,No,137,1
SC00071017,2021-08-06,FAC0110,Acute Care Hospital,Oncology,ITEM00187,IV & Fluids,Crystalloid Solutions,Critical,Box,173,11.2,12.3,0.198,Stable,1.01,No,200,166,17.9,120.5,7.4,7,VND043,3.5,4,4.4,0.0,Yes,0,No,No,80.7,No,64,0
SC00071018,2021-01-11,FAC0135,Specialty Hospital,ICU,ITEM00124,Lab Consumables,PCR Consumables,Medium,Each,211,24.0,31.4,0.395,Increasing,1.24,No,77,235,3.2,32.8,9.0,3,VND041,3.1,5,5.5,2.5,Yes,1,No,No,97.1,No,19,0
SC00071019,2024-12-02,FAC0186,Acute Care Hospital,Operating Room,ITEM00079,Wound Care,Primary Dressings,Low,Bag,561,13.2,13.2,0.551,Decreasing,0.92,No,1130,244,85.6,463.1,9.4,21,VND037,4.2,8,7.9,0.5,Yes,1,No,No,84.1,No,139,0
SC00071020,2021-09-13,FAC0096,Specialty Hospital,ICU,ITEM00329,Implants & Prosthetics,Neurological Implants,High,Case,857,15.2,12.2,0.371,Stable,0.96,No,125,128,8.2,97.7,6.4,7,VND031,3.9,4,4.3,0.1,No,0,No,Yes,65.9,No,159,0
SC00071021,2021-03-08,FAC0060,Ambulatory Surgery Center,Pre/Post-Op,ITEM00054,Lab Consumables,PCR Consumables,Medium,Case,192,46.5,49.6,0.02,Stable,1.09,No,423,799,9.1,52.9,9.2,14,VND002,4.3,7,7.7,0.5,No,1,No,Yes,56.8,No,12,1
SC00071022,2024-08-23,FAC0197,Outpatient Clinic,Nursing Station,ITEM00362,PPE,Gloves,Medium,Each,1169,73.3,56.6,0.339,Increasing,1.06,No,2294,228,31.3,999.9,3.9,3,VND057,3.1,2,2.3,0.6,Yes,0,No,Yes,44.8,No,174,0
SC00071023,2021-01-07,FAC0046,Acute Care Hospital,Med-Surg,ITEM00093,Lab Consumables,Reagents & Test Kits,Medium,Kit,194,26.4,30.2,0.128,Increasing,1.1,No,261,156,9.9,167.3,4.6,1,VND034,3.5,4,3.5,0.1,No,2,Yes,No,50.6,No,620,0
SC00071024,2021-08-24,FAC0006,Ambulatory Surgery Center,Sterile Processing,ITEM00236,Surgical Supplies,Sutures & Staples,Medium,Pair,1253,52.1,58.8,0.057,Stable,1.07,No,1563,980,30.0,159.5,5.6,21,VND072,4.5,4,4.1,0.5,No,1,No,Yes,75.8,No,89,0
SC00071025,2022-02-15,FAC0098,Acute Care Hospital,Med-Surg,ITEM00059,IV & Fluids,Blood Products,High,Each,314,24.1,29.7,0.193,Increasing,1.18,No,803,457,33.3,175.7,9.3,14,VND034,3.5,4,4.1,3.2,No,0,No,Yes,84.7,No,165,0
SC00071026,2021-03-11,FAC0081,Ambulatory Surgery Center,Pre/Post-Op,ITEM00386,IV & Fluids,TPN Components,High,Kit,566,22.7,28.9,0.22,Stable,0.72,Yes,41,809,1.8,5.1,8.4,28,VND046,4.2,6,5.3,1.1,No,0,No,Yes,65.7,No,39,1
SC00071027,2023-01-03,FAC0014,Specialty Hospital,Oncology,ITEM00161,Medications,IV Medications,Critical,Case,364,9.3,9.7,0.428,Stable,1.02,No,88,288,9.5,30.6,19.0,7,VND053,3.1,13,15.2,0.8,Yes,3,Yes,No,66.0,No,82,0
SC00071028,2021-12-02,FAC0057,Ambulatory Surgery Center,Sterile Processing,ITEM00089,Lab Consumables,Slides & Stains,Medium,Box,75,91.8,85.1,0.338,Stable,1.0,No,6059,3132,66.0,193.5,22.6,28,VND051,3.8,18,18.3,3.3,No,1,No,Yes,53.5,No,135,0
SC00071029,2024-12-30,FAC0024,Ambulatory Surgery Center,Operating Room,ITEM00372,IV & Fluids,Blood Products,High,Bag,273,23.4,34.1,0.039,Increasing,0.97,No,33,501,1.4,6.6,7.4,7,VND030,3.1,7,5.2,0.2,Yes,1,No,No,57.5,No,38,1
SC00071030,2023-07-18,FAC0149,Ambulatory Surgery Center,Pre/Post-Op,ITEM00276,Surgical Supplies,Needles & Syringes,Low,Vial,945,136.4,115.6,0.529,Decreasing,1.06,Yes,696,867,5.1,80.3,8.0,7,VND034,3.5,4,5.3,1.7,Yes,2,No,No,66.7,Yes,362,1
SC00071031,2022-12-02,FAC0110,Acute Care Hospital,Emergency Department,ITEM00433,PPE,Masks & Respirators,Medium,Each,1453,51.1,56.8,0.529,Increasing,1.05,No,184,555,3.6,33.2,9.6,3,VND066,3.7,7,7.0,1.6,No,0,No,Yes,76.6,No,113,1
SC00071032,2021-08-04,FAC0143,Acute Care Hospital,ICU,ITEM00366,Surgical Supplies,Drapes & Gowns,High,Case,1037,25.1,23.7,0.21,Stable,0.88,No,85,597,3.4,14.2,18.9,14,VND055,4.1,11,12.3,4.6,Yes,0,No,Yes,62.0,Yes,27,0
SC00071033,2024-03-20,FAC0057,Ambulatory Surgery Center,Operating Room,ITEM00411,Medications,IV Medications,High,Each,238,12.6,12.7,0.134,Stable,0.87,No,312,338,24.8,92.3,11.9,28,VND041,3.1,5,6.9,3.0,No,1,No,Yes,21.3,Yes,2,0
SC00071034,2023-04-24,FAC0198,Specialty Hospital,Pharmacy,ITEM00396,Wound Care,Negative Pressure Therapy,Medium,Box,227,17.1,15.6,0.134,Stable,0.95,No,56,99,3.3,56.6,9.0,3,VND061,2.3,4,4.2,3.8,Yes,2,No,Yes,54.3,No,3,0
SC00071035,2023-01-20,FAC0024,Ambulatory Surgery Center,Operating Room,ITEM00079,Wound Care,Primary Dressings,Low,Bag,561,11.3,10.0,0.197,Increasing,1.13,No,534,75,47.3,712.0,6.1,7,VND034,3.5,4,4.4,0.7,Yes,1,No,No,62.9,No,354,0
SC00071036,2021-04-20,FAC0046,Acute Care Hospital,Pharmacy,ITEM00008,Surgical Supplies,Sutures & Staples,High,Box,409,119.9,128.6,0.254,Stable,1.08,No,10192,1350,85.0,755.0,8.8,3,VND042,4.4,6,6.4,0.4,No,0,No,Yes,69.7,No,87,0
SC00071037,2022-05-05,FAC0012,Ambulatory Surgery Center,Pre/Post-Op,ITEM00399,Lab Consumables,PCR Consumables,Medium,Box,82,58.8,56.0,0.46,Stable,1.21,Yes,782,998,13.3,78.4,33.9,7,VND077,2.8,12,19.0,13.9,No,1,No,Yes,55.5,No,89,0
SC00071038,2024-07-04,FAC0006,Ambulatory Surgery Center,Pre/Post-Op,ITEM00409,Surgical Supplies,Drapes & Gowns,Medium,Case,1048,22.3,29.3,0.232,Decreasing,0.99,No,644,691,28.9,93.2,15.0,21,VND032,3.6,10,12.2,1.8,Yes,0,No,No,44.6,No,104,0
SC00071039,2023-05-03,FAC0148,Acute Care Hospital,Pharmacy,ITEM00269,Surgical Supplies,Sponges & Gauze,Medium,Box,782,26.4,20.3,0.245,Stable,1.17,No,119,362,4.5,32.9,17.6,7,VND080,4.6,12,11.3,5.3,Yes,0,No,Yes,54.4,No,39,0
SC00071040,2021-07-28,FAC0087,Ambulatory Surgery Center,Operating Room,ITEM00156,Lab Consumables,PCR Consumables,High,Each,263,112.6,81.5,0.137,Stable,1.18,No,777,1141,6.9,68.1,5.9,14,VND081,3.2,3,2.9,1.0,Yes,0,No,Yes,47.1,No,111,0
SC00071041,2024-08-09,FAC0046,Acute Care Hospital,Med-Surg,ITEM00187,IV & Fluids,Crystalloid Solutions,Critical,Box,173,26.2,21.6,0.168,Increasing,1.36,No,24,428,0.9,5.6,8.8,14,VND034,3.5,4,4.4,1.4,Yes,0,No,No,56.9,No,23,1
SC00071042,2024-07-01,FAC0148,Acute Care Hospital,ICU,ITEM00029,Implants & Prosthetics,Cardiovascular Implants,High,Each,1670,9.0,13.4,0.299,Stable,1.32,No,13,141,1.4,9.2,6.2,7,VND034,3.5,4,3.9,0.3,Yes,1,Yes,No,80.4,No,6,0
SC00071043,2023-07-11,FAC0197,Outpatient Clinic,Procedure Room,ITEM00437,Implants & Prosthetics,Orthopedic Implants,High,Case,1836,14.6,15.2,0.485,Stable,1.05,No,51,223,3.5,22.9,11.6,7,VND030,3.1,7,7.6,2.0,Yes,2,No,No,57.4,No,205,0
SC00071044,2021-05-19,FAC0159,Outpatient Clinic,Outpatient Pharmacy,ITEM00242,Medications,Controlled Substances,Medium,Each,497,2.9,2.6,0.052,Increasing,1.11,No,15,85,5.3,17.6,31.7,7,VND013,3.8,25,30.3,0.4,No,3,No,Yes,44.3,No,32,1
SC00071045,2024-09-25,FAC0010,Long-Term Care,Emergency Department,ITEM00195,Surgical Supplies,Sutures & Staples,Medium,Box,1176,66.0,67.3,0.47,Stable,1.03,No,1366,1780,20.7,76.7,10.0,28,VND084,4.0,9,7.5,1.5,No,2,No,No,66.7,No,133,1
SC00071046,2022-07-18,FAC0002,Outpatient Clinic,Outpatient Pharmacy,ITEM00160,Medications,Oral Medications,Medium,Each,616,22.9,17.5,0.112,Decreasing,1.07,No,859,362,37.5,237.3,8.9,28,VND034,3.5,4,4.5,3.4,No,0,No,Yes,36.1,No,77,0
SC00071047,2021-08-23,FAC0093,Specialty Hospital,Sterile Processing,ITEM00427,Medications,IV Medications,Critical,Vial,230,34.6,49.8,0.251,Stable,1.02,No,4152,2555,120.0,162.5,36.8,21,VND020,2.6,18,23.8,10.0,No,1,No,Yes,59.7,No,30,0
SC00071048,2023-12-27,FAC0017,Specialty Hospital,Sterile Processing,ITEM00096,IV & Fluids,Crystalloid Solutions,High,Kit,536,9.1,9.9,0.132,Increasing,0.99,No,342,263,37.6,130.0,25.8,14,VND023,2.5,12,17.5,6.3,Yes,0,No,Yes,81.9,No,73,0
SC00071049,2023-07-28,FAC0200,Acute Care Hospital,Pharmacy,ITEM00361,Lab Consumables,Slides & Stains,Medium,Each,307,111.2,108.5,0.074,Stable,1.0,No,823,2371,7.4,34.7,13.1,14,VND080,4.6,12,12.0,0.1,No,2,No,Yes,70.6,No,110,0
SC00071050,2024-01-01,FAC0046,Acute Care Hospital,Laboratory,ITEM00397,Surgical Supplies,Drapes & Gowns,Medium,Each,718,44.7,35.1,0.074,Increasing,1.08,No,872,848,19.5,102.8,18.8,14,VND073,4.4,14,15.3,2.5,Yes,0,No,Yes,84.7,No,110,0
SC00071051,2022-10-19,FAC0079,Ambulatory Surgery Center,Operating Room,ITEM00280,IV & Fluids,Crystalloid Solutions,Critical,Each,47,17.3,18.1,0.078,Increasing,1.22,No,76,570,4.4,13.3,10.0,21,VND030,3.1,7,6.4,0.6,Yes,2,No,No,46.8,No,143,0
SC00071052,2023-06-01,FAC0007,Acute Care Hospital,Med-Surg,ITEM00429,IV & Fluids,TPN Components,High,Box,470,21.4,21.7,0.234,Stable,0.98,No,327,410,15.3,79.8,19.4,1,VND053,3.1,13,14.0,3.4,No,0,No,Yes,48.8,No,36,1
SC00071053,2023-05-08,FAC0064,Ambulatory Surgery Center,Operating Room,ITEM00447,Wound Care,Negative Pressure Therapy,Low,Case,443,31.5,22.2,0.254,Increasing,1.04,Yes,315,189,10.0,166.7,5.8,7,VND069,4.2,5,4.8,0.0,No,0,No,Yes,21.2,No,12,0
SC00071054,2021-08-18,FAC0024,Ambulatory Surgery Center,Pre/Post-Op,ITEM00122,Surgical Supplies,Drapes & Gowns,Medium,Box,1002,48.4,46.3,0.133,Stable,1.05,No,324,879,6.7,36.9,19.8,7,VND053,3.1,13,17.5,1.3,Yes,0,No,Yes,44.2,No,16,1
SC00071055,2022-08-22,FAC0018,Long-Term Care,Med-Surg,ITEM00128,Lab Consumables,PCR Consumables,High,Box,30,55.1,49.5,0.181,Stable,0.91,No,386,1074,7.0,35.9,21.4,7,VND023,2.5,12,16.1,3.3,Yes,4,No,Yes,32.7,No,214,0
SC00071056,2021-08-19,FAC0135,Specialty Hospital,Laboratory,ITEM00154,Wound Care,Primary Dressings,Medium,Each,806,12.6,13.7,0.291,Stable,0.94,No,440,165,34.9,266.7,7.9,7,VND002,4.3,7,6.2,0.7,No,1,No,Yes,70.4,No,179,0
SC00071057,2021-08-24,FAC0059,Long-Term Care,ICU,ITEM00082,Medications,Biologics & Specialty,High,Each,404,18.1,17.6,0.262,Increasing,1.11,No,500,431,27.6,116.0,17.3,7,VND073,4.4,14,14.3,1.0,No,3,No,No,20.0,No,40,0
SC00071058,2024-04-17,FAC0057,Ambulatory Surgery Center,Operating Room,ITEM00253,Implants & Prosthetics,Orthopedic Implants,Medium,Vial,2199,2.4,2.4,0.142,Stable,1.13,Yes,49,79,20.4,62.0,26.2,7,VND013,3.8,25,23.4,1.8,No,2,No,No,60.3,No,228,1
SC00071059,2021-04-20,FAC0111,Acute Care Hospital,ICU,ITEM00248,PPE,Masks & Respirators,Medium,Kit,315,138.5,103.8,0.458,Stable,1.0,No,125,1731,0.9,7.2,13.9,7,VND078,4.1,11,12.0,0.9,Yes,0,No,No,46.7,No,42,0
